PlayerId,Position,Height,Weight,CollegeAwards,FG%,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,StartRatio,G,GS,MP,FG,FGA,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,WS/40,PER,OBPM,DBPM,BPM,playerId,isAllStar
jay-edwards-1,Guard,193,83,4,,0.613,0.5630000000000001,0.406,0.383,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jay-edwards-1,0
james-robinson-1,Guard,188,81,6,0.447,0.554,0.526,0.428,0.326,,,,,,,,14.5,,0.6770833333,96.0,65.0,3134.0,8.1,18.1,5.2,10.3,0.504,2.9,7.7,0.371,4.1,5.9,0.6970000000000001,5.1,2.3,1.5,0.6000000000000001,3.5,3.1,23.1,,,,,,,,,james-robinson-1,0
sharone-wright-1,Center,211,117,3,0.531,0.558,0.531,0.006,0.513,,,,19.1,8.2,,9.5,16.4,25.8,0.9130434783,92.0,84.0,2687.0,7.5,14.0,7.5,13.9,0.535,0.0,0.1,0.0,4.6,7.2,0.632,13.4,1.2,1.0,4.3,3.4,3.7,19.5,,,,,,,,,sharone-wright-1,0
edrice-adebayo-1,Forward,208,117,4,0.599,0.624,0.599,0.0,0.8310000000000001,488.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,1.0,38.0,38.0,1145.0,5.9,9.9,5.9,9.9,0.599,0.0,0.0,,5.4,8.2,0.653,10.6,1.1,0.9,2.0,2.2,3.5,17.3,3.3,2.3,5.6,0.196,22.0,4.2,5.3,9.5,edrice-adebayo-1,0
edrice-adebayo-1,Forward,208,117,4,0.599,0.624,0.599,0.0,0.8310000000000001,488.0,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,1.0,38.0,38.0,1145.0,5.9,9.9,5.9,9.9,0.599,0.0,0.0,,5.4,8.2,0.653,10.6,1.1,0.9,2.0,2.2,3.5,17.3,3.3,2.3,5.6,0.196,22.0,4.2,5.3,9.5,edrice-adebayo-1,1
norris-coleman-1,Forward,203,95,2,,0.55,,0.016,0.314,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,norris-coleman-1,0
aj-english-1,Guard,193,86,2,0.423,0.58,0.531,0.578,0.40800000000000003,2005.0,2.2,11.4,7.0,25.1,2.0,1.3,16.0,26.3,0.9017857143,112.0,101.0,3855.0,6.4,15.0,3.1,6.3,0.489,3.2,8.7,0.374,4.8,6.1,0.792,5.1,5.3,1.5,0.5,3.4,2.7,20.8,10.7,3.5,14.1,0.146,20.6,4.7,-1.3,3.4,aj-english-1,0
erik-daniels-1,Forward,203,97,2,0.559,0.58,0.5710000000000001,0.091,0.28700000000000003,,,,,,,,15.4,,0.4803149606,127.0,61.0,2599.0,6.9,12.3,6.6,11.2,0.59,0.30000000000000004,1.1,0.26,2.2,3.5,0.611,8.0,3.4,1.4,0.6000000000000001,2.5,3.6,16.2,6.0,5.8,11.8,0.182,,,,,erik-daniels-1,0
john-douglas-1,Guard,188,77,0,,0.491,,,0.257,,,,8.1,9.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,john-douglas-1,0
anthony-carter-1,Guard,185,86,2,0.47400000000000003,0.545,0.513,0.23600000000000002,0.33,,,,,,,,21.7,,,58.0,,1005.0,16.0,33.8,13.4,25.8,0.519,2.6,8.0,0.33,8.0,11.1,0.714,10.3,16.0,5.7,1.0,5.4,3.4,42.6,4.9,3.9,8.8,0.18,,,,,anthony-carter-1,0
luol-deng-1,Forward,203,99,5,0.47600000000000003,0.551,0.522,0.252,0.313,,,,12.6,11.8,,2.3,14.1,24.7,0.8648648649,37.0,32.0,1149.0,7.3,15.4,5.9,11.5,0.515,1.4,3.9,0.36,3.4,4.8,0.71,8.9,2.4,1.7000000000000002,1.4,2.9,2.9,19.4,2.4,3.2,5.6,0.195,,,,,luol-deng-1,1
luol-deng-1,Forward,203,99,5,0.47600000000000003,0.551,0.522,0.252,0.313,,,,12.6,11.8,,2.3,14.1,24.7,0.8648648649,37.0,32.0,1149.0,7.3,15.4,5.9,11.5,0.515,1.4,3.9,0.36,3.4,4.8,0.71,8.9,2.4,1.7000000000000002,1.4,2.9,2.9,19.4,2.4,3.2,5.6,0.195,,,,,luol-deng-1,0
lazar-hayward-1,Forward,198,102,4,0.452,0.55,0.509,0.32,0.306,563.0,8.2,21.3,15.1,8.1,3.6,1.2,12.0,27.2,0.8550724638,138.0,118.0,3648.0,7.3,16.2,5.5,11.0,0.497,1.9,5.2,0.357,3.9,4.9,0.789,10.0,1.3,1.7000000000000002,0.5,2.5,4.1,20.4,8.7,8.2,16.9,0.186,,,,,lazar-hayward-1,0
jason-collier-1,Center,213,117,2,0.458,0.544,0.501,0.241,0.40700000000000003,,,,,,,,17.6,,,55.0,,1824.0,7.3,15.9,5.9,12.0,0.488,1.4,3.8,0.362,4.7,6.4,0.728,10.0,1.9,0.8,1.5,4.0,3.7,20.6,4.1,2.6,6.7,0.147,,,,,jason-collier-1,0
tang-hamilton-1,Forward,203,99,3,0.47500000000000003,0.561,0.539,0.397,0.278,,,,,,,,13.7,,0.2520325203,123.0,31.0,2560.0,7.6,16.1,5.6,9.7,0.5750000000000001,2.1,6.4,0.324,3.1,4.5,0.6890000000000001,10.6,1.5,1.4,0.8,0.8,1.0,20.4,6.6,5.5,12.1,0.171,,,,,tang-hamilton-1,0
jason-kapono-1,Forward,203,96,6,0.46900000000000003,0.613,0.5750000000000001,0.47600000000000003,0.307,,,,8.6,11.8,,0.1,14.3,22.1,0.7322834646,127.0,93.0,4313.0,6.5,13.8,3.5,7.2,0.489,2.9,6.6,0.446,3.5,4.2,0.8300000000000001,6.0,2.5,1.0,0.1,2.7,2.7,19.4,13.7,3.5,17.1,0.159,,,,,jason-kapono-1,0
nate-robinson-1,Guard,175,81,6,0.457,0.5660000000000001,0.523,0.374,0.342,,,,7.8,20.5,,0.2,13.3,23.7,0.7415730337,89.0,66.0,2510.0,7.1,15.5,5.1,9.7,0.523,2.0,5.8,0.34800000000000003,4.2,5.3,0.793,5.5,4.5,2.2,0.1,2.8,3.7,20.4,5.9,3.4,9.3,0.149,,,,,nate-robinson-1,0
alonzo-mourning-1,Center,208,108,17,,0.638,0.5680000000000001,0.021,0.9450000000000001,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alonzo-mourning-1,1
alonzo-mourning-1,Center,208,108,17,,0.638,0.5680000000000001,0.021,0.9450000000000001,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alonzo-mourning-1,0
ryan-gomes-1,Forward,201,113,5,0.519,0.592,0.546,0.152,0.41100000000000003,,,,15.3,13.8,,0.8,12.9,23.8,0.9913793103,116.0,115.0,4077.0,7.7,14.8,6.9,12.6,0.549,0.8,2.3,0.352,4.8,6.1,0.789,10.1,2.6,1.8,0.5,2.6,2.4,21.0,13.1,7.5,20.5,0.202,,,,,ryan-gomes-1,0
ben-mcdonald-1,Forward,203,95,0,,0.547,,,0.279,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ben-mcdonald-1,0
mike-bibby-1,Guard,185,86,8,0.456,0.578,0.548,0.468,0.342,,,,,,,,16.3,,1.0,69.0,69.0,2229.0,6.5,14.2,3.9,7.5,0.514,2.6,6.6,0.39,3.5,4.8,0.73,3.9,6.8,2.9,0.30000000000000004,3.2,2.4,19.0,5.7,4.4,10.1,0.181,,,,,mike-bibby-1,0
damian-lillard-1,Guard,188,83,3,0.446,0.606,0.54,0.481,0.458,1498.0,1.7000000000000002,14.2,8.1,24.3,2.3,0.6000000000000001,13.4,28.6,0.9423076923,104.0,98.0,3363.0,6.9,15.6,4.0,8.1,0.497,2.9,7.5,0.39,6.2,7.1,0.867,5.3,4.3,1.5,0.2,2.9,2.6,23.0,14.2,3.4,17.6,0.209,29.3,9.5,-1.4,8.1,damian-lillard-1,1
damian-lillard-1,Guard,188,83,3,0.446,0.606,0.54,0.481,0.458,1498.0,1.7000000000000002,14.2,8.1,24.3,2.3,0.6000000000000001,13.4,28.6,0.9423076923,104.0,98.0,3363.0,6.9,15.6,4.0,8.1,0.497,2.9,7.5,0.39,6.2,7.1,0.867,5.3,4.3,1.5,0.2,2.9,2.6,23.0,14.2,3.4,17.6,0.209,29.3,9.5,-1.4,8.1,damian-lillard-1,0
og-anunoby-1,Forward,203,97,0,0.5630000000000001,0.609,0.62,0.311,0.378,330.0,10.0,13.7,12.0,8.6,3.2,5.5,16.1,19.0,0.2,50.0,10.0,868.0,6.2,11.0,4.9,7.6,0.652,1.2,3.4,0.365,2.2,4.1,0.522,8.2,1.9,2.2,2.2,2.5,3.9,15.8,2.0,1.6,3.6,0.165,21.8,4.6,5.1,9.7,og-anunoby-1,0
bill-garnett-1,Forward,206,102,0,,0.602,,,0.552,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bill-garnett-1,0
bill-martin-1,Forward,201,92,2,,0.554,,,0.434,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bill-martin-1,0
juwan-howard-1,Center,206,108,3,0.51,0.541,0.511,0.009000000000000001,0.35000000000000003,,,,,,,,16.0,,0.31,100.0,31.0,3071.0,8.0,15.7,8.0,15.6,0.514,0.0,0.1,0.091,3.8,5.5,0.6880000000000001,9.7,2.6,1.0,0.7000000000000001,3.5,4.0,19.9,,,,,,,,,juwan-howard-1,0
juwan-howard-1,Center,206,108,3,0.51,0.541,0.511,0.009000000000000001,0.35000000000000003,,,,,,,,16.0,,0.31,100.0,31.0,3071.0,8.0,15.7,8.0,15.6,0.514,0.0,0.1,0.091,3.8,5.5,0.6880000000000001,9.7,2.6,1.0,0.7000000000000001,3.5,4.0,19.9,,,,,,,,,juwan-howard-1,1
darren-tillis-1,Center,211,97,0,,0.552,,,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,darren-tillis-1,0
dajuan-wagner-1,Guard,188,90,2,0.41000000000000003,0.504,0.461,0.321,0.355,,,,,,,,12.2,,0.9722222222,36.0,35.0,1146.0,9.2,22.6,6.9,15.3,0.453,2.3,7.3,0.317,5.8,8.0,0.722,3.1,4.5,1.5,0.7000000000000001,3.7,3.5,26.6,1.7000000000000002,2.4,4.1,0.14300000000000002,,,,,dajuan-wagner-1,0
ryan-anderson-1,Forward,206,97,4,0.484,0.605,0.554,0.356,0.379,,,,17.9,9.7,,1.1,10.6,29.4,1.0,66.0,66.0,2178.0,7.7,15.9,5.5,10.2,0.532,2.2,5.7,0.396,5.1,6.0,0.841,11.0,1.2,0.6000000000000001,0.7000000000000001,2.2,3.0,22.7,7.5,2.7,10.2,0.188,,,,,ryan-anderson-1,0
ivan-mcfarlin-1,Forward,203,108,2,0.584,0.606,0.585,0.005,0.443,,,,14.8,8.3,,2.4,15.6,19.1,0.9924242424,132.0,131.0,3876.0,6.3,10.7,6.3,10.7,0.585,0.0,0.1,0.4,3.2,4.8,0.668,10.1,1.7000000000000002,1.8,1.6,2.4,4.2,15.7,10.2,13.2,23.4,0.241,,,,,ivan-mcfarlin-1,0
kevin-johnson-1,Center,185,81,3,,0.547,,0.098,0.425,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin-johnson-1,1
kevin-johnson-1,Center,185,81,3,,0.547,,0.098,0.425,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin-johnson-1,0
gary-payton-1,Guard,193,81,10,,0.559,0.537,0.28200000000000003,0.28700000000000003,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gary-payton-1,1
gary-payton-1,Guard,193,81,10,,0.559,0.537,0.28200000000000003,0.28700000000000003,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gary-payton-1,0
miles-plumlee-1,Forward,208,111,3,0.557,0.5750000000000001,0.559,0.002,0.426,639.0,13.8,21.7,17.3,3.9,1.7000000000000002,3.7,19.6,16.2,0.4296296296,135.0,58.0,2133.0,4.9,8.8,4.9,8.8,0.557,0.0,0.0,1.0,2.3,3.8,0.625,12.2,0.8,1.2,1.6,2.6,5.7,12.2,4.1,5.0,9.1,0.17,18.5,2.7,3.9,6.6,miles-plumlee-1,0
melvin-newbern-1,Guard,193,90,2,,0.537,0.498,0.121,0.369,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,melvin-newbern-1,0
adrian-griffin-1,Forward,196,98,2,0.506,0.544,0.515,0.067,0.425,,,,,,,,15.5,,0.0081300813,123.0,1.0,3290.0,6.7,13.1,6.4,12.3,0.522,0.2,0.9,0.278,3.6,5.6,0.654,9.8,3.2,2.5,0.7000000000000001,2.9,3.3,17.2,1.9,1.8,3.7,0.045,,,,,adrian-griffin-1,0
bracey-wright-1,Guard,190,95,2,0.405,0.54,0.485,0.459,0.41600000000000004,,,,8.5,17.7,,1.3,12.5,28.0,1.0,85.0,85.0,3035.0,6.2,15.3,3.7,8.3,0.451,2.5,7.0,0.35000000000000003,4.9,6.4,0.776,5.7,2.7,1.0,0.6000000000000001,2.6,2.1,19.7,6.3,4.0,10.3,0.136,,,,,bracey-wright-1,0
lamarcus-aldridge-1,Forward,211,108,5,0.586,0.605,0.586,0.0,0.527,,,,15.3,4.3,,4.2,12.9,20.9,1.0,53.0,53.0,1602.0,6.9,11.8,6.9,11.8,0.586,0.0,0.0,,4.0,6.2,0.649,10.8,0.8,1.7000000000000002,2.4,2.2,3.5,17.8,4.7,6.5,11.2,0.28,,,,,lamarcus-aldridge-1,1
lamarcus-aldridge-1,Forward,211,108,5,0.586,0.605,0.586,0.0,0.527,,,,15.3,4.3,,4.2,12.9,20.9,1.0,53.0,53.0,1602.0,6.9,11.8,6.9,11.8,0.586,0.0,0.0,,4.0,6.2,0.649,10.8,0.8,1.7000000000000002,2.4,2.2,3.5,17.8,4.7,6.5,11.2,0.28,,,,,lamarcus-aldridge-1,0
shelton-jones-1,Forward,206,95,2,,0.577,,0.008,0.48,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelton-jones-1,0
ira-newble-1,Center,201,99,2,0.548,0.5650000000000001,0.553,0.042,0.24,,,,,,,,,,,58.0,,1208.0,7.4,13.5,7.3,13.0,0.561,0.1,0.6000000000000001,0.23500000000000001,2.1,3.2,0.643,12.3,1.6,1.6,1.2,,,17.1,2.8,3.9,6.7,0.221,,,,,ira-newble-1,0
jameson-curry-1,Guard,190,86,3,0.437,0.559,0.528,0.451,0.271,,,,5.5,21.9,,0.5,18.9,23.4,0.8217821782,101.0,83.0,3234.0,5.8,13.4,3.4,7.3,0.464,2.4,6.0,0.404,2.7,3.6,0.758,3.6,4.4,1.2,0.30000000000000004,3.5,2.5,16.9,6.4,3.2,9.6,0.11900000000000001,,,,,jameson-curry-1,0
dominic-mcguire-1,Guard,206,99,2,0.47100000000000003,0.526,0.502,0.20600000000000002,0.557,,,,,,,,22.5,,1.0,32.0,32.0,1054.0,5.8,12.3,5.0,9.8,0.516,0.8,2.5,0.299,4.0,6.9,0.586,11.9,3.9,1.1,4.3,4.5,3.5,16.4,1.4,4.4,5.8,0.219,,,,,dominic-mcguire-1,0
joe-arlauckas-1,Forward,206,104,2,,0.526,,0.006,0.265,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe-arlauckas-1,0
darrell-lockhart-1,Center,206,111,0,,0.556,,,0.217,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,darrell-lockhart-1,0
richaun-holmes-1,Forward,203,111,2,0.554,0.605,0.5740000000000001,0.117,0.499,1022.0,11.5,18.9,15.2,5.9,1.8,11.0,13.7,21.8,0.6631578947,95.0,63.0,2518.0,6.4,11.6,5.9,10.2,0.58,0.5,1.4,0.353,4.0,5.8,0.6970000000000001,10.4,1.0,1.2,3.9,2.3,3.7,17.3,6.9,5.7,12.6,0.2,26.4,1.6,5.5,7.1,richaun-holmes-1,0
austin-croshere-1,Center,206,106,3,0.44,0.5670000000000001,0.505,0.384,0.40700000000000003,,,,12.5,9.1,1.9,2.0,14.6,27.0,,121.0,,2858.0,6.9,15.7,4.9,9.7,0.502,2.1,6.0,0.34,5.4,6.4,0.843,9.0,1.7000000000000002,1.5,1.1,3.2,3.5,21.3,6.2,4.3,10.5,0.146,,,,,austin-croshere-1,0
howard-wood-1,Forward,201,106,2,,0.5640000000000001,,,0.41300000000000003,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howard-wood-1,0
james-donaldson-1,Center,218,124,0,,0.554,,,0.452,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james-donaldson-1,1
james-donaldson-1,Center,218,124,0,,0.554,,,0.452,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james-donaldson-1,0
sam-jacobson-1,Forward,193,97,3,0.437,0.523,0.496,0.324,0.248,,,,,,,,16.2,,,130.0,,2289.0,11.1,25.5,8.1,17.2,0.47100000000000003,3.0,8.3,0.365,4.5,6.3,0.718,10.9,3.8,2.3,0.4,3.6,4.8,29.9,5.0,5.0,10.0,0.124,,,,,sam-jacobson-1,0
jeff-grayer-1,Guard,196,90,5,,0.5640000000000001,,0.044,0.41500000000000004,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeff-grayer-1,0
darrell-allums-1,Forward,206,99,0,,0.538,,,0.5710000000000001,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,darrell-allums-1,0
jelani-mccoy-1,Center,208,111,2,0.6940000000000001,0.653,0.6940000000000001,0.0,0.52,,,,,,,,23.0,,,78.0,,1767.0,7.9,11.3,7.9,11.3,0.6940000000000001,0.0,0.0,,2.7,5.9,0.462,12.6,2.0,1.0,4.3,3.4,3.6,18.4,6.2,3.5,9.7,0.189,,,,,jelani-mccoy-1,0
cory-joseph-1,Guard,190,83,0,0.422,0.526,0.503,0.391,0.227,372.0,2.2,9.5,6.0,17.3,1.9,0.9,13.1,17.3,1.0,36.0,36.0,1166.0,4.7,11.0,2.9,6.7,0.429,1.8,4.3,0.41300000000000003,1.7000000000000002,2.5,0.6990000000000001,4.4,3.7,1.3,0.4,1.9,2.2,12.9,2.2,2.2,4.4,0.152,15.1,3.9,3.7,7.7,cory-joseph-1,0
daequan-cook-1,Guard,196,92,2,0.445,0.548,0.53,0.41000000000000003,0.20800000000000002,,,,,,,,13.8,,0.025641025600000002,39.0,1.0,770.0,7.3,16.5,4.5,9.7,0.465,2.8,6.8,0.41500000000000004,2.4,3.4,0.6970000000000001,8.7,2.1,1.5,0.5,2.9,3.4,19.8,1.6,1.9,3.5,0.18,,,,,daequan-cook-1,0
chris-washburn-1,Center,211,102,2,,0.5690000000000001,,,0.40700000000000003,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chris-washburn-1,0
shareef-abdur-rahim-1,Forward,206,102,4,0.518,0.5710000000000001,0.528,0.053,0.626,,,,,,,,14.4,,,28.0,,972.0,8.5,16.4,8.1,15.5,0.525,0.30000000000000004,0.9,0.381,7.0,10.2,0.683,9.7,1.2,2.1,1.4,3.6,2.4,24.3,3.1,2.3,5.4,0.221,,,,,shareef-abdur-rahim-1,0
shareef-abdur-rahim-1,Forward,206,102,4,0.518,0.5710000000000001,0.528,0.053,0.626,,,,,,,,14.4,,,28.0,,972.0,8.5,16.4,8.1,15.5,0.525,0.30000000000000004,0.9,0.381,7.0,10.2,0.683,9.7,1.2,2.1,1.4,3.6,2.4,24.3,3.1,2.3,5.4,0.221,,,,,shareef-abdur-rahim-1,1
winston-garland-1,Guard,188,77,2,,0.55,,0.114,0.309,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,winston-garland-1,0
darnell-jackson-1,Forward,206,114,4,0.58,0.613,0.582,0.011,0.61,,,,17.3,3.8,,1.8,15.3,18.6,0.312,125.0,39.0,2073.0,6.0,10.3,6.0,10.2,0.583,0.0,0.1,0.333,4.3,6.3,0.685,11.8,1.3,1.2,0.9,2.4,4.3,16.4,5.6,6.3,11.9,0.229,,,,,darnell-jackson-1,0
tyus-jones-1,Guard,185,86,8,0.417,0.5750000000000001,0.489,0.383,0.5,532.0,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,1.0,39.0,39.0,1322.0,4.1,9.8,2.7,6.1,0.44,1.4,3.8,0.379,4.4,4.9,0.889,4.1,6.6,1.8,0.1,2.3,1.4,13.9,4.4,2.1,6.5,0.196,20.4,6.6,2.8,9.4,tyus-jones-1,0
felton-spencer-1,Center,213,120,5,,0.651,0.628,0.0,0.796,,,,,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,felton-spencer-1,0
michael-beasley-1,Forward,206,106,7,0.532,0.61,0.5630000000000001,0.165,0.484,,,,21.3,9.3,,3.7,11.8,35.0,1.0,33.0,33.0,1041.0,11.8,22.2,10.4,18.5,0.562,1.4,3.7,0.379,8.3,10.7,0.774,15.7,1.5,1.6,2.1,3.7,3.3,33.3,5.4,5.4,10.7,0.41300000000000003,,,,,michael-beasley-1,0
mark-radford-1,Guard,193,86,0,,0.559,,,0.375,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mark-radford-1,0
mo-williams-1,Guard,185,83,4,0.405,0.524,0.47000000000000003,0.438,0.308,,,,6.2,24.4,,0.4,19.1,24.8,1.0,64.0,64.0,2159.0,5.2,12.9,3.6,7.3,0.492,1.7000000000000002,5.7,0.294,3.4,4.0,0.847,4.6,5.0,1.8,0.2,3.5,2.8,15.5,3.0,4.2,7.2,0.133,,,,,mo-williams-1,0
mo-williams-1,Guard,185,83,4,0.405,0.524,0.47000000000000003,0.438,0.308,,,,6.2,24.4,,0.4,19.1,24.8,1.0,64.0,64.0,2159.0,5.2,12.9,3.6,7.3,0.492,1.7000000000000002,5.7,0.294,3.4,4.0,0.847,4.6,5.0,1.8,0.2,3.5,2.8,15.5,3.0,4.2,7.2,0.133,,,,,mo-williams-1,1
mike-smith-1,Guard,203,88,2,0.428,0.551,0.507,0.496,0.357,,,,,,,,20.0,,,55.0,,1938.0,7.3,17.0,4.6,8.6,0.537,2.7,8.4,0.318,4.7,6.1,0.769,9.3,3.0,1.9,0.9,5.0,1.7000000000000002,21.9,4.8,3.2,8.0,0.165,,,,,mike-smith-1,0
adonal-foyle-1,Center,208,113,2,0.547,0.541,0.548,0.008,0.55,,,,,,,,16.7,,,87.0,,3178.0,9.0,16.4,8.9,16.2,0.551,0.0,0.1,0.1,4.4,9.0,0.491,13.9,1.7000000000000002,0.8,6.2,4.1,2.7,22.4,5.0,5.0,9.9,0.125,,,,,adonal-foyle-1,0
joe-cooper-1,Center,208,104,0,,0.589,,,0.301,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe-cooper-1,0
branden-dawson-1,Guard,198,102,6,0.559,0.562,0.559,0.009000000000000001,0.313,1288.0,11.8,19.3,15.7,11.1,2.9,4.7,15.8,21.2,0.9384615385,130.0,122.0,3456.0,6.6,11.7,6.6,11.6,0.5640000000000001,0.0,0.1,0.0,2.0,3.7,0.558,10.4,2.1,1.9,1.6,2.5,2.5,15.2,7.2,7.9,15.1,0.17500000000000002,22.9,3.2,6.5,9.7,branden-dawson-1,0
frank-brickowski-1,Forward,206,108,0,,0.579,,,0.402,,,,23.1,15.3,,3.8,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frank-brickowski-1,0
malik-monk-1,Guard,190,90,10,0.45,0.586,0.543,0.47000000000000003,0.323,660.0,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2,0.9736842105,38.0,37.0,1218.0,8.2,18.3,4.8,9.7,0.497,3.4,8.6,0.397,4.9,5.9,0.8220000000000001,3.1,2.9,1.2,0.6000000000000001,2.5,2.4,24.8,3.9,1.9,5.8,0.189,21.5,6.7,1.3,8.0,malik-monk-1,0
chris-paul-1,Guard,183,79,8,0.47200000000000003,0.622,0.545,0.311,0.62,,,,6.6,32.3,,0.4,18.3,20.6,0.9841269841,63.0,62.0,2110.0,5.3,11.2,3.6,7.7,0.47300000000000003,1.6,3.5,0.47000000000000003,5.8,6.9,0.838,4.6,7.5,3.0,0.2,3.2,3.1,18.0,6.3,3.1,9.4,0.178,,,,,chris-paul-1,1
chris-paul-1,Guard,183,79,8,0.47200000000000003,0.622,0.545,0.311,0.62,,,,6.6,32.3,,0.4,18.3,20.6,0.9841269841,63.0,62.0,2110.0,5.3,11.2,3.6,7.7,0.47300000000000003,1.6,3.5,0.47000000000000003,5.8,6.9,0.838,4.6,7.5,3.0,0.2,3.2,3.1,18.0,6.3,3.1,9.4,0.178,,,,,chris-paul-1,0
charles-obannon-1,Forward,196,94,4,0.538,0.599,0.5670000000000001,0.168,0.36,,,,,,,,16.1,,,124.0,,3903.0,7.0,13.0,6.3,10.8,0.578,0.7000000000000001,2.2,0.343,3.5,4.7,0.751,8.2,3.2,1.5,1.2,2.9,3.1,18.3,6.7,1.9,8.6,0.089,,,,,charles-obannon-1,0
keith-van-horn-1,Forward,208,99,6,0.522,0.631,0.583,0.301,0.382,,,,,,,,12.3,,,122.0,,3732.0,9.5,18.3,7.3,12.8,0.5750000000000001,2.2,5.5,0.401,5.9,7.0,0.851,11.5,1.5,0.9,1.4,3.0,2.7,27.2,10.5,5.3,15.8,0.17,,,,,keith-van-horn-1,0
michael-adams-1,Guard,178,73,3,,0.518,,,0.377,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael-adams-1,1
michael-adams-1,Guard,178,73,3,,0.518,,,0.377,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael-adams-1,0
james-scott-3,Guard,185,(185cm) ,3,,0.513,0.481,0.34500000000000003,0.40700000000000003,,,,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james-scott-3,0
darius-johnson-odom-1,Guard,188,97,2,0.444,0.5640000000000001,0.532,0.437,0.34400000000000003,1473.0,2.1,9.7,5.9,17.1,1.7000000000000002,0.5,13.2,26.2,0.8571428571,105.0,90.0,3238.0,6.9,15.5,4.2,8.7,0.47600000000000003,2.7,6.8,0.403,3.9,5.3,0.722,4.0,3.2,1.1,0.2,2.8,2.9,20.4,8.3,3.7,11.9,0.147,19.0,5.4,-0.2,5.2,darius-johnson-odom-1,0
robert-covington-1,Forward,206,97,3,0.47600000000000003,0.583,0.545,0.329,0.305,1611.0,10.3,20.6,15.2,10.3,3.0,4.8,15.5,25.5,0.9406779661,118.0,111.0,3536.0,7.0,14.8,5.0,9.9,0.502,2.1,4.9,0.422,3.6,4.5,0.802,9.9,1.6,2.0,1.7000000000000002,3.1,4.0,19.8,9.8,5.9,15.7,0.177,24.8,4.0,1.9,6.0,robert-covington-1,0
alvin-sims-1,Guard,193,106,4,0.48,0.541,0.518,0.242,0.432,,,,,,,,21.2,,,127.0,,2838.0,5.5,11.4,4.6,8.7,0.534,0.9,2.8,0.311,3.1,4.9,0.623,7.0,3.5,3.1,0.7000000000000001,3.7,4.6,14.9,3.5,3.4,6.9,0.097,,,,,alvin-sims-1,0
